Project 1 - FYS3150
Solving the one-dimensional Poissons equation
n = 1000
Sun Sep  4 14:03:54 2016

                     x(i)                     u(i)
                        0   0.0000000000000000e+00
   9.9900099900099900e-04   8.9412455874427026e-03
   1.9980019980019980e-03   1.7783682917767267e-02
   2.9970029970029970e-03   2.6528294172280382e-02
   3.9960039960039960e-03   3.5176051769135866e-02
   4.9950049950049950e-03   4.3727918460383090e-02
   5.9940059940059940e-03   5.2184847428050733e-02
   6.9930069930069930e-03   6.0547782379275404e-02
   7.9920079920079920e-03   6.8817657640484711e-02
   8.9910089910089919e-03   7.6995398250644081e-02
   9.9900099900099900e-03   8.5081920053576676e-02
   1.0989010989010988e-02   9.3078129789365638e-02
   1.1988011988011988e-02   1.0098492518484782e-01
   1.2987012987012988e-02   1.0880319504320791e-01
   1.3986013986013986e-02   1.1653381933268198e-01
   1.4985014985014984e-02   1.2417766927437932e-01
   1.5984015984015984e-02   1.3173560742923129e-01
   1.6983016983016984e-02   1.3920848778407591e-01
   1.7982017982017984e-02   1.4659715583688662e-01
   1.8981018981018980e-02   1.5390244868115405e-01
   1.9980019980019980e-02   1.6112519508942877e-01
   2.0979020979020980e-02   1.6826621559603383e-01
   2.1978021978021976e-02   1.7532632257895500e-01
   2.2977022977022976e-02   1.8230632034091693e-01
   2.3976023976023976e-02   1.8920700518965355e-01
   2.4975024975024976e-02   1.9602916551738042e-01
   2.5974025974025976e-02   2.0277358187947728e-01
   2.6973026973026972e-02   2.0944102707238826e-01
   2.7972027972027972e-02   2.1603226621074781e-01
   2.8971028971028972e-02   2.2254805680374010e-01
   2.9970029970029968e-02   2.2898914883069921e-01
   3.0969030969030968e-02   2.3535628481595794e-01
   3.1968031968031968e-02   2.4165019990295269e-01
   3.2967032967032968e-02   2.4787162192759135e-01
   3.3966033966033968e-02   2.5402127149089238e-01
   3.4965034965034968e-02   2.6009986203090146e-01
   3.5964035964035967e-02   2.6610809989389361e-01
   3.6963036963036960e-02   2.7204668440486712e-01
   3.7962037962037960e-02   2.7791630793733707e-01
   3.8961038961038960e-02   2.8371765598243504e-01
   3.9960039960039960e-02   2.8945140721732171e-01
   4.0959040959040960e-02   2.9511823357291994e-01
   4.1958041958041960e-02   3.0071880030097387e-01
   4.2957042957042960e-02   3.0625376604044202e-01
   4.3956043956043953e-02   3.1172378288323016e-01
   4.4955044955044952e-02   3.1712949643927080e-01
   4.5954045954045952e-02   3.2247154590095578e-01
   4.6953046953046952e-02   3.2775056410692843e-01
   4.7952047952047952e-02   3.3296717760524147e-01
   4.8951048951048952e-02   3.3812200671588755e-01
   4.9950049950049952e-02   3.4321566559270733e-01
   5.0949050949050952e-02   3.4824876228468327e-01
   5.1948051948051951e-02   3.5322189879662325e-01
   5.2947052947052944e-02   3.5813567114924144e-01
   5.3946053946053944e-02   3.6299066943864183e-01
   5.4945054945054944e-02   3.6778747789521060e-01
   5.5944055944055944e-02   3.7252667494192293e-01
   5.6943056943056944e-02   3.7720883325207005e-01
   5.7942057942057944e-02   3.8183451980641298e-01
   5.8941058941058944e-02   3.8640429594976761e-01
   5.9940059940059937e-02   3.9091871744702772e-01
   6.0939060939060936e-02   3.9537833453863092e-01
   6.1938061938061936e-02   3.9978369199547314e-01
   6.2937062937062943e-02   4.0413532917327760e-01
   6.3936063936063936e-02   4.0843378006642289e-01
   6.4935064935064929e-02   4.1267957336123634e-01
   6.5934065934065936e-02   4.1687323248875752e-01
   6.6933066933066929e-02   4.2101527567697705e-01
   6.7932067932067935e-02   4.2510621600255660e-01
   6.8931068931068928e-02   4.2914656144203456e-01
   6.9930069930069935e-02   4.3313681492252237e-01
   7.0929070929070928e-02   4.3707747437189742e-01
   7.1928071928071935e-02   4.4096903276849675e-01
   7.2927072927072928e-02   4.4481197819031687e-01
   7.3926073926073921e-02   4.4860679386372465e-01
   7.4925074925074928e-02   4.5235395821168345e-01
   7.5924075924075921e-02   4.5605394490150059e-01
